method,item_key,selected_count,selection_prob
reservoir,2022-02-28|MSFT,1,0.002
reservoir,2022-02-28|NVDA,2,0.004
reservoir,2022-02-28|ORCL,2,0.004
reservoir,2022-03-01|AAPL,3,0.006
reservoir,2022-03-01|AMD,3,0.006
reservoir,2022-03-01|ASML,3,0.006
reservoir,2022-03-01|INTC,2,0.004
reservoir,2022-03-01|META,2,0.004
reservoir,2022-03-01|MSFT,3,0.006
reservoir,2022-03-01|NVDA,3,0.006
reservoir,2022-03-01|ORCL,5,0.01
reservoir,2022-03-02|AAPL,6,0.012
reservoir,2022-03-02|AMD,1,0.002
reservoir,2022-03-02|ASML,5,0.01
reservoir,2022-03-02|INTC,3,0.006
reservoir,2022-03-02|META,5,0.01
reservoir,2022-03-02|MSFT,2,0.004
reservoir,2022-03-02|NVDA,1,0.002
reservoir,2022-03-02|ORCL,1,0.002
reservoir,2022-03-03|AAPL,4,0.008
reservoir,2022-03-03|AMD,1,0.002
reservoir,2022-03-03|ASML,1,0.002
reservoir,2022-03-03|INTC,3,0.006
reservoir,2022-03-03|META,2,0.004
reservoir,2022-03-03|MSFT,2,0.004
reservoir,2022-03-03|NVDA,2,0.004
reservoir,2022-03-03|ORCL,1,0.002
reservoir,2022-03-04|AAPL,3,0.006
reservoir,2022-03-04|AMD,0,0.0
reservoir,2022-03-04|ASML,3,0.006
reservoir,2022-03-04|INTC,3,0.006
reservoir,2022-03-04|META,4,0.008
reservoir,2022-03-04|MSFT,5,0.01
reservoir,2022-03-04|NVDA,3,0.006
reservoir,2022-03-04|ORCL,1,0.002
reservoir,2022-03-07|AAPL,3,0.006
reservoir,2022-03-07|AMD,1,0.002
reservoir,2022-03-07|ASML,3,0.006
reservoir,2022-03-07|INTC,1,0.002
reservoir,2022-03-07|META,5,0.01
reservoir,2022-03-07|MSFT,3,0.006
reservoir,2022-03-07|NVDA,1,0.002
reservoir,2022-03-07|ORCL,2,0.004
reservoir,2022-03-08|AAPL,4,0.008
reservoir,2022-03-08|AMD,2,0.004
reservoir,2022-03-08|ASML,4,0.008
reservoir,2022-03-08|INTC,2,0.004
reservoir,2022-03-08|META,4,0.008
reservoir,2022-03-08|MSFT,0,0.0
reservoir,2022-03-08|NVDA,2,0.004
reservoir,2022-03-08|ORCL,1,0.002
reservoir,2022-03-09|AAPL,1,0.002
reservoir,2022-03-09|AMD,2,0.004
reservoir,2022-03-09|ASML,4,0.008
reservoir,2022-03-09|INTC,1,0.002
reservoir,2022-03-09|META,2,0.004
reservoir,2022-03-09|MSFT,2,0.004
reservoir,2022-03-09|NVDA,4,0.008
reservoir,2022-03-09|ORCL,2,0.004
reservoir,2022-03-10|AAPL,4,0.008
reservoir,2022-03-10|AMD,2,0.004
reservoir,2022-03-10|ASML,5,0.01
reservoir,2022-03-10|INTC,7,0.014
reservoir,2022-03-10|META,1,0.002
reservoir,2022-03-10|MSFT,2,0.004
reservoir,2022-03-10|NVDA,3,0.006
reservoir,2022-03-10|ORCL,2,0.004
reservoir,2022-03-11|AAPL,2,0.004
reservoir,2022-03-11|AMD,3,0.006
reservoir,2022-03-11|ASML,2,0.004
reservoir,2022-03-11|INTC,2,0.004
reservoir,2022-03-11|META,2,0.004
reservoir,2022-03-11|MSFT,1,0.002
reservoir,2022-03-11|NVDA,4,0.008
reservoir,2022-03-11|ORCL,5,0.01
reservoir,2022-03-14|AAPL,3,0.006
reservoir,2022-03-14|AMD,4,0.008
reservoir,2022-03-14|ASML,3,0.006
reservoir,2022-03-14|INTC,1,0.002
reservoir,2022-03-14|META,3,0.006
reservoir,2022-03-14|MSFT,0,0.0
reservoir,2022-03-14|NVDA,2,0.004
reservoir,2022-03-14|ORCL,1,0.002
reservoir,2022-03-15|AAPL,2,0.004
reservoir,2022-03-15|AMD,4,0.008
reservoir,2022-03-15|ASML,4,0.008
reservoir,2022-03-15|INTC,1,0.002
reservoir,2022-03-15|META,5,0.01
reservoir,2022-03-15|MSFT,3,0.006
reservoir,2022-03-15|NVDA,3,0.006
reservoir,2022-03-15|ORCL,3,0.006
reservoir,2022-03-16|AAPL,3,0.006
reservoir,2022-03-16|AMD,0,0.0
reservoir,2022-03-16|ASML,0,0.0
reservoir,2022-03-16|INTC,3,0.006
reservoir,2022-03-16|META,0,0.0
reservoir,2022-03-16|MSFT,1,0.002
reservoir,2022-03-16|NVDA,3,0.006
reservoir,2022-03-16|ORCL,3,0.006
reservoir,2022-03-17|AAPL,5,0.01
reservoir,2022-03-17|AMD,2,0.004
reservoir,2022-03-17|ASML,3,0.006
reservoir,2022-03-17|INTC,3,0.006
reservoir,2022-03-17|META,1,0.002
reservoir,2022-03-17|MSFT,4,0.008
reservoir,2022-03-17|NVDA,2,0.004
reservoir,2022-03-17|ORCL,0,0.0
reservoir,2022-03-18|AAPL,2,0.004
reservoir,2022-03-18|AMD,2,0.004
reservoir,2022-03-18|ASML,3,0.006
reservoir,2022-03-18|INTC,3,0.006
reservoir,2022-03-18|META,4,0.008
reservoir,2022-03-18|MSFT,3,0.006
reservoir,2022-03-18|NVDA,0,0.0
reservoir,2022-03-18|ORCL,2,0.004
reservoir,2022-03-21|AAPL,6,0.012
reservoir,2022-03-21|AMD,3,0.006
reservoir,2022-03-21|ASML,4,0.008
reservoir,2022-03-21|INTC,5,0.01
reservoir,2022-03-21|META,1,0.002
reservoir,2022-03-21|MSFT,3,0.006
reservoir,2022-03-21|NVDA,3,0.006
reservoir,2022-03-21|ORCL,4,0.008
reservoir,2022-03-22|AAPL,2,0.004
reservoir,2022-03-22|AMD,2,0.004
reservoir,2022-03-22|ASML,4,0.008
reservoir,2022-03-22|INTC,4,0.008
reservoir,2022-03-22|META,4,0.008
reservoir,2022-03-22|MSFT,2,0.004
reservoir,2022-03-22|NVDA,4,0.008
reservoir,2022-03-22|ORCL,1,0.002
reservoir,2022-03-23|AAPL,6,0.012
reservoir,2022-03-23|AMD,3,0.006
reservoir,2022-03-23|ASML,2,0.004
reservoir,2022-03-23|INTC,1,0.002
reservoir,2022-03-23|META,1,0.002
reservoir,2022-03-23|MSFT,6,0.012
reservoir,2022-03-23|NVDA,0,0.0
reservoir,2022-03-23|ORCL,5,0.01
reservoir,2022-03-24|AAPL,4,0.008
reservoir,2022-03-24|AMD,1,0.002
reservoir,2022-03-24|ASML,1,0.002
reservoir,2022-03-24|INTC,6,0.012
reservoir,2022-03-24|META,2,0.004
reservoir,2022-03-24|MSFT,6,0.012
reservoir,2022-03-24|NVDA,1,0.002
reservoir,2022-03-24|ORCL,2,0.004
reservoir,2022-03-25|AAPL,2,0.004
reservoir,2022-03-25|AMD,3,0.006
reservoir,2022-03-25|ASML,4,0.008
reservoir,2022-03-25|INTC,1,0.002
reservoir,2022-03-25|META,2,0.004
reservoir,2022-03-25|MSFT,2,0.004
reservoir,2022-03-25|NVDA,4,0.008
reservoir,2022-03-25|ORCL,2,0.004
reservoir,2022-03-28|AAPL,2,0.004
reservoir,2022-03-28|AMD,3,0.006
reservoir,2022-03-28|ASML,1,0.002
reservoir,2022-03-28|INTC,0,0.0
reservoir,2022-03-28|META,5,0.01
reservoir,2022-03-28|MSFT,3,0.006
reservoir,2022-03-28|NVDA,1,0.002
reservoir,2022-03-28|ORCL,3,0.006
reservoir,2022-03-29|AAPL,2,0.004
reservoir,2022-03-29|AMD,4,0.008
reservoir,2022-03-29|ASML,4,0.008
reservoir,2022-03-29|INTC,2,0.004
reservoir,2022-03-29|META,2,0.004
reservoir,2022-03-29|MSFT,2,0.004
reservoir,2022-03-29|NVDA,2,0.004
reservoir,2022-03-29|ORCL,0,0.0
reservoir,2022-03-30|AAPL,4,0.008
reservoir,2022-03-30|AMD,3,0.006
reservoir,2022-03-30|ASML,1,0.002
reservoir,2022-03-30|INTC,5,0.01
reservoir,2022-03-30|META,3,0.006
reservoir,2022-03-30|MSFT,0,0.0
reservoir,2022-03-30|NVDA,3,0.006
reservoir,2022-03-30|ORCL,3,0.006
reservoir,2022-03-31|AAPL,2,0.004
reservoir,2022-03-31|AMD,4,0.008
reservoir,2022-03-31|ASML,3,0.006
reservoir,2022-03-31|INTC,2,0.004
reservoir,2022-03-31|META,3,0.006
reservoir,2022-03-31|MSFT,3,0.006
reservoir,2022-03-31|NVDA,3,0.006
reservoir,2022-03-31|ORCL,2,0.004
reservoir,2022-04-01|AAPL,1,0.002
reservoir,2022-04-01|AMD,3,0.006
reservoir,2022-04-01|ASML,1,0.002
reservoir,2022-04-01|INTC,4,0.008
reservoir,2022-04-01|META,0,0.0
reservoir,2022-04-01|MSFT,3,0.006
reservoir,2022-04-01|NVDA,4,0.008
reservoir,2022-04-01|ORCL,3,0.006
reservoir,2022-04-04|AAPL,2,0.004
reservoir,2022-04-04|AMD,1,0.002
reservoir,2022-04-04|ASML,3,0.006
reservoir,2022-04-04|INTC,1,0.002
reservoir,2022-04-04|META,2,0.004
reservoir,2022-04-04|MSFT,4,0.008
reservoir,2022-04-04|NVDA,3,0.006
reservoir,2022-04-04|ORCL,0,0.0
reservoir,2022-04-05|AAPL,3,0.006
reservoir,2022-04-05|AMD,5,0.01
reservoir,2022-04-05|ASML,6,0.012
reservoir,2022-04-05|INTC,2,0.004
reservoir,2022-04-05|META,1,0.002
reservoir,2022-04-05|MSFT,2,0.004
reservoir,2022-04-05|NVDA,1,0.002
reservoir,2022-04-05|ORCL,1,0.002
reservoir,2022-04-06|AAPL,4,0.008
reservoir,2022-04-06|AMD,1,0.002
reservoir,2022-04-06|ASML,3,0.006
reservoir,2022-04-06|INTC,2,0.004
reservoir,2022-04-06|META,3,0.006
reservoir,2022-04-06|MSFT,1,0.002
reservoir,2022-04-06|NVDA,2,0.004
reservoir,2022-04-06|ORCL,2,0.004
reservoir,2022-04-07|AAPL,3,0.006
reservoir,2022-04-07|AMD,1,0.002
reservoir,2022-04-07|ASML,1,0.002
reservoir,2022-04-07|INTC,7,0.014
reservoir,2022-04-07|META,0,0.0
reservoir,2022-04-07|MSFT,4,0.008
reservoir,2022-04-07|NVDA,4,0.008
reservoir,2022-04-07|ORCL,3,0.006
reservoir,2022-04-08|AAPL,0,0.0
reservoir,2022-04-08|AMD,4,0.008
reservoir,2022-04-08|ASML,1,0.002
reservoir,2022-04-08|INTC,1,0.002
reservoir,2022-04-08|META,4,0.008
reservoir,2022-04-08|MSFT,3,0.006
reservoir,2022-04-08|NVDA,5,0.01
reservoir,2022-04-08|ORCL,3,0.006
reservoir,2022-04-11|AAPL,2,0.004
reservoir,2022-04-11|AMD,4,0.008
reservoir,2022-04-11|ASML,5,0.01
reservoir,2022-04-11|INTC,3,0.006
reservoir,2022-04-11|META,2,0.004
reservoir,2022-04-11|MSFT,3,0.006
reservoir,2022-04-11|NVDA,4,0.008
reservoir,2022-04-11|ORCL,2,0.004
reservoir,2022-04-12|AAPL,2,0.004
reservoir,2022-04-12|AMD,1,0.002
reservoir,2022-04-12|ASML,4,0.008
reservoir,2022-04-12|INTC,2,0.004
reservoir,2022-04-12|META,2,0.004
reservoir,2022-04-12|MSFT,2,0.004
reservoir,2022-04-12|NVDA,2,0.004
reservoir,2022-04-12|ORCL,1,0.002
reservoir,2022-04-13|AAPL,4,0.008
reservoir,2022-04-13|AMD,3,0.006
reservoir,2022-04-13|ASML,2,0.004
reservoir,2022-04-13|INTC,3,0.006
reservoir,2022-04-13|META,3,0.006
reservoir,2022-04-13|MSFT,4,0.008
reservoir,2022-04-13|NVDA,1,0.002
reservoir,2022-04-13|ORCL,5,0.01
reservoir,2022-04-14|AAPL,2,0.004
reservoir,2022-04-14|AMD,7,0.014
reservoir,2022-04-14|ASML,3,0.006
reservoir,2022-04-14|INTC,3,0.006
reservoir,2022-04-14|META,3,0.006
reservoir,2022-04-14|MSFT,4,0.008
reservoir,2022-04-14|NVDA,2,0.004
reservoir,2022-04-14|ORCL,3,0.006
reservoir,2022-04-18|AAPL,5,0.01
reservoir,2022-04-18|AMD,2,0.004
reservoir,2022-04-18|ASML,4,0.008
reservoir,2022-04-18|INTC,3,0.006
reservoir,2022-04-18|META,3,0.006
reservoir,2022-04-18|MSFT,2,0.004
reservoir,2022-04-18|NVDA,2,0.004
reservoir,2022-04-18|ORCL,4,0.008
reservoir,2022-04-19|AAPL,1,0.002
reservoir,2022-04-19|AMD,4,0.008
reservoir,2022-04-19|ASML,4,0.008
reservoir,2022-04-19|INTC,5,0.01
reservoir,2022-04-19|META,3,0.006
reservoir,2022-04-19|MSFT,0,0.0
reservoir,2022-04-19|NVDA,3,0.006
reservoir,2022-04-19|ORCL,3,0.006
reservoir,2022-04-20|AAPL,1,0.002
reservoir,2022-04-20|AMD,2,0.004
reservoir,2022-04-20|ASML,2,0.004
reservoir,2022-04-20|INTC,2,0.004
reservoir,2022-04-20|META,5,0.01
reservoir,2022-04-20|MSFT,1,0.002
reservoir,2022-04-20|NVDA,0,0.0
reservoir,2022-04-20|ORCL,2,0.004
reservoir,2022-04-21|AAPL,5,0.01
reservoir,2022-04-21|AMD,2,0.004
reservoir,2022-04-21|ASML,2,0.004
reservoir,2022-04-21|INTC,1,0.002
reservoir,2022-04-21|META,0,0.0
reservoir,2022-04-21|MSFT,2,0.004
reservoir,2022-04-21|NVDA,6,0.012
reservoir,2022-04-21|ORCL,5,0.01
reservoir,2022-04-22|AAPL,2,0.004
reservoir,2022-04-22|AMD,1,0.002
reservoir,2022-04-22|ASML,3,0.006
reservoir,2022-04-22|INTC,3,0.006
reservoir,2022-04-22|META,2,0.004
reservoir,2022-04-22|MSFT,1,0.002
reservoir,2022-04-22|NVDA,2,0.004
reservoir,2022-04-22|ORCL,1,0.002
reservoir,2022-04-25|AAPL,3,0.006
reservoir,2022-04-25|AMD,5,0.01
reservoir,2022-04-25|ASML,1,0.002
reservoir,2022-04-25|INTC,3,0.006
reservoir,2022-04-25|META,4,0.008
reservoir,2022-04-25|MSFT,2,0.004
reservoir,2022-04-25|NVDA,4,0.008
reservoir,2022-04-25|ORCL,0,0.0
reservoir,2022-04-26|AAPL,2,0.004
reservoir,2022-04-26|AMD,0,0.0
reservoir,2022-04-26|ASML,0,0.0
reservoir,2022-04-26|INTC,2,0.004
reservoir,2022-04-26|META,3,0.006
reservoir,2022-04-26|MSFT,3,0.006
reservoir,2022-04-26|NVDA,2,0.004
reservoir,2022-04-26|ORCL,2,0.004
reservoir,2022-04-27|AAPL,5,0.01
reservoir,2022-04-27|AMD,4,0.008
reservoir,2022-04-27|ASML,4,0.008
reservoir,2022-04-27|INTC,1,0.002
reservoir,2022-04-27|META,2,0.004
reservoir,2022-04-27|MSFT,2,0.004
reservoir,2022-04-27|NVDA,5,0.01
reservoir,2022-04-27|ORCL,2,0.004
reservoir,2022-04-28|AAPL,4,0.008
reservoir,2022-04-28|AMD,0,0.0
reservoir,2022-04-28|ASML,3,0.006
reservoir,2022-04-28|INTC,2,0.004
reservoir,2022-04-28|META,0,0.0
reservoir,2022-04-28|MSFT,2,0.004
reservoir,2022-04-28|NVDA,2,0.004
reservoir,2022-04-28|ORCL,3,0.006
reservoir,2022-04-29|AAPL,0,0.0
reservoir,2022-04-29|AMD,1,0.002
reservoir,2022-04-29|ASML,4,0.008
reservoir,2022-04-29|INTC,2,0.004
reservoir,2022-04-29|META,4,0.008
reservoir,2022-04-29|MSFT,3,0.006
reservoir,2022-04-29|NVDA,0,0.0
reservoir,2022-04-29|ORCL,3,0.006
reservoir,2022-05-02|AAPL,2,0.004
reservoir,2022-05-02|AMD,6,0.012
reservoir,2022-05-02|ASML,1,0.002
reservoir,2022-05-02|INTC,3,0.006
reservoir,2022-05-02|META,2,0.004
reservoir,2022-05-02|MSFT,5,0.01
reservoir,2022-05-02|NVDA,2,0.004
reservoir,2022-05-02|ORCL,1,0.002
reservoir,2022-05-03|AAPL,1,0.002
reservoir,2022-05-03|AMD,1,0.002
reservoir,2022-05-03|ASML,4,0.008
reservoir,2022-05-03|INTC,5,0.01
reservoir,2022-05-03|META,1,0.002
reservoir,2022-05-03|MSFT,2,0.004
reservoir,2022-05-03|NVDA,3,0.006
reservoir,2022-05-03|ORCL,5,0.01
reservoir,2022-05-04|AAPL,3,0.006
reservoir,2022-05-04|AMD,1,0.002
reservoir,2022-05-04|ASML,1,0.002
reservoir,2022-05-04|INTC,4,0.008
reservoir,2022-05-04|META,4,0.008
reservoir,2022-05-04|MSFT,3,0.006
reservoir,2022-05-04|NVDA,1,0.002
reservoir,2022-05-04|ORCL,1,0.002
reservoir,2022-05-05|AAPL,3,0.006
reservoir,2022-05-05|AMD,3,0.006
reservoir,2022-05-05|ASML,2,0.004
reservoir,2022-05-05|INTC,2,0.004
reservoir,2022-05-05|META,3,0.006
reservoir,2022-05-05|MSFT,4,0.008
reservoir,2022-05-05|NVDA,3,0.006
reservoir,2022-05-05|ORCL,1,0.002
reservoir,2022-05-06|AAPL,2,0.004
reservoir,2022-05-06|AMD,1,0.002
reservoir,2022-05-06|ASML,1,0.002
reservoir,2022-05-06|INTC,3,0.006
reservoir,2022-05-06|META,5,0.01
reservoir,2022-05-06|MSFT,0,0.0
reservoir,2022-05-06|NVDA,4,0.008
reservoir,2022-05-06|ORCL,1,0.002
reservoir,2022-05-09|AAPL,3,0.006
reservoir,2022-05-09|AMD,3,0.006
reservoir,2022-05-09|ASML,1,0.002
reservoir,2022-05-09|INTC,4,0.008
reservoir,2022-05-09|META,4,0.008
reservoir,2022-05-09|MSFT,0,0.0
reservoir,2022-05-09|NVDA,3,0.006
reservoir,2022-05-09|ORCL,1,0.002
reservoir,2022-05-10|AAPL,3,0.006
reservoir,2022-05-10|AMD,2,0.004
reservoir,2022-05-10|ASML,2,0.004
reservoir,2022-05-10|INTC,0,0.0
reservoir,2022-05-10|META,3,0.006
reservoir,2022-05-10|MSFT,2,0.004
reservoir,2022-05-10|NVDA,5,0.01
reservoir,2022-05-10|ORCL,1,0.002
reservoir,2022-05-11|AAPL,5,0.01
reservoir,2022-05-11|AMD,8,0.016
reservoir,2022-05-11|ASML,2,0.004
reservoir,2022-05-11|INTC,2,0.004
reservoir,2022-05-11|META,2,0.004
reservoir,2022-05-11|MSFT,2,0.004
reservoir,2022-05-11|NVDA,5,0.01
reservoir,2022-05-11|ORCL,3,0.006
reservoir,2022-05-12|AAPL,0,0.0
reservoir,2022-05-12|AMD,0,0.0
reservoir,2022-05-12|ASML,2,0.004
reservoir,2022-05-12|INTC,3,0.006
reservoir,2022-05-12|META,2,0.004
reservoir,2022-05-12|MSFT,1,0.002
reservoir,2022-05-12|NVDA,3,0.006
reservoir,2022-05-12|ORCL,3,0.006
reservoir,2022-05-13|AAPL,5,0.01
reservoir,2022-05-13|AMD,2,0.004
reservoir,2022-05-13|ASML,6,0.012
reservoir,2022-05-13|INTC,0,0.0
reservoir,2022-05-13|META,3,0.006
reservoir,2022-05-13|MSFT,1,0.002
reservoir,2022-05-13|NVDA,1,0.002
reservoir,2022-05-13|ORCL,4,0.008
reservoir,2022-05-16|AAPL,3,0.006
reservoir,2022-05-16|AMD,2,0.004
reservoir,2022-05-16|ASML,3,0.006
reservoir,2022-05-16|INTC,4,0.008
reservoir,2022-05-16|META,1,0.002
reservoir,2022-05-16|MSFT,3,0.006
reservoir,2022-05-16|NVDA,6,0.012
reservoir,2022-05-16|ORCL,1,0.002
reservoir,2022-05-17|AAPL,2,0.004
reservoir,2022-05-17|AMD,2,0.004
reservoir,2022-05-17|ASML,2,0.004
reservoir,2022-05-17|INTC,1,0.002
reservoir,2022-05-17|META,3,0.006
reservoir,2022-05-17|MSFT,0,0.0
reservoir,2022-05-17|NVDA,1,0.002
reservoir,2022-05-17|ORCL,3,0.006
reservoir,2022-05-18|AAPL,1,0.002
reservoir,2022-05-18|AMD,5,0.01
reservoir,2022-05-18|ASML,3,0.006
reservoir,2022-05-18|INTC,3,0.006
reservoir,2022-05-18|META,3,0.006
reservoir,2022-05-18|MSFT,4,0.008
reservoir,2022-05-18|NVDA,3,0.006
reservoir,2022-05-18|ORCL,2,0.004
reservoir,2022-05-19|AAPL,4,0.008
reservoir,2022-05-19|AMD,2,0.004
reservoir,2022-05-19|ASML,5,0.01
reservoir,2022-05-19|INTC,7,0.014
reservoir,2022-05-19|META,3,0.006
reservoir,2022-05-19|MSFT,0,0.0
reservoir,2022-05-19|NVDA,3,0.006
reservoir,2022-05-19|ORCL,2,0.004
reservoir,2022-05-20|AAPL,1,0.002
reservoir,2022-05-20|AMD,3,0.006
reservoir,2022-05-20|ASML,2,0.004
reservoir,2022-05-20|INTC,1,0.002
reservoir,2022-05-20|META,2,0.004
reservoir,2022-05-20|MSFT,0,0.0
reservoir,2022-05-20|NVDA,3,0.006
reservoir,2022-05-20|ORCL,0,0.0
reservoir,2022-05-23|AAPL,6,0.012
reservoir,2022-05-23|AMD,5,0.01
reservoir,2022-05-23|ASML,4,0.008
reservoir,2022-05-23|INTC,0,0.0
reservoir,2022-05-23|META,1,0.002
reservoir,2022-05-23|MSFT,4,0.008
reservoir,2022-05-23|NVDA,3,0.006
reservoir,2022-05-23|ORCL,1,0.002
reservoir,2022-05-24|AAPL,3,0.006
reservoir,2022-05-24|AMD,2,0.004
reservoir,2022-05-24|ASML,2,0.004
reservoir,2022-05-24|INTC,5,0.01
reservoir,2022-05-24|META,2,0.004
reservoir,2022-05-24|MSFT,3,0.006
reservoir,2022-05-24|NVDA,2,0.004
reservoir,2022-05-24|ORCL,3,0.006
reservoir,2022-05-25|AAPL,1,0.002
reservoir,2022-05-25|AMD,3,0.006
reservoir,2022-05-25|ASML,1,0.002
reservoir,2022-05-25|INTC,7,0.014
reservoir,2022-05-25|META,2,0.004
reservoir,2022-05-25|MSFT,5,0.01
reservoir,2022-05-25|NVDA,5,0.01
reservoir,2022-05-25|ORCL,3,0.006
reservoir,2022-05-26|AAPL,3,0.006
reservoir,2022-05-26|AMD,0,0.0
reservoir,2022-05-26|ASML,2,0.004
reservoir,2022-05-26|INTC,1,0.002
reservoir,2022-05-26|META,3,0.006
reservoir,2022-05-26|MSFT,0,0.0
reservoir,2022-05-26|NVDA,1,0.002
reservoir,2022-05-26|ORCL,3,0.006
reservoir,2022-05-27|AAPL,6,0.012
reservoir,2022-05-27|AMD,2,0.004
reservoir,2022-05-27|ASML,2,0.004
reservoir,2022-05-27|INTC,1,0.002
reservoir,2022-05-27|META,5,0.01
reservoir,2022-05-27|MSFT,3,0.006
reservoir,2022-05-27|NVDA,1,0.002
reservoir,2022-05-27|ORCL,2,0.004
reservoir,2022-05-31|AAPL,2,0.004
reservoir,2022-05-31|AMD,7,0.014
reservoir,2022-05-31|ASML,1,0.002
reservoir,2022-05-31|INTC,2,0.004
reservoir,2022-05-31|META,1,0.002
reservoir,2022-05-31|MSFT,3,0.006
reservoir,2022-05-31|NVDA,2,0.004
reservoir,2022-05-31|ORCL,2,0.004
reservoir,2022-06-01|AAPL,3,0.006
reservoir,2022-06-01|AMD,5,0.01
reservoir,2022-06-01|ASML,1,0.002
reservoir,2022-06-01|INTC,3,0.006
reservoir,2022-06-01|META,2,0.004
reservoir,2022-06-01|MSFT,3,0.006
reservoir,2022-06-01|NVDA,5,0.01
reservoir,2022-06-01|ORCL,2,0.004
reservoir,2022-06-02|AAPL,2,0.004
reservoir,2022-06-02|AMD,2,0.004
reservoir,2022-06-02|ASML,2,0.004
reservoir,2022-06-02|INTC,0,0.0
reservoir,2022-06-02|META,4,0.008
reservoir,2022-06-02|MSFT,1,0.002
reservoir,2022-06-02|NVDA,3,0.006
reservoir,2022-06-02|ORCL,4,0.008
reservoir,2022-06-03|AAPL,2,0.004
reservoir,2022-06-03|AMD,5,0.01
reservoir,2022-06-03|ASML,1,0.002
reservoir,2022-06-03|INTC,1,0.002
reservoir,2022-06-03|META,1,0.002
reservoir,2022-06-03|MSFT,2,0.004
reservoir,2022-06-03|NVDA,2,0.004
reservoir,2022-06-03|ORCL,2,0.004
reservoir,2022-06-06|AAPL,2,0.004
reservoir,2022-06-06|AMD,3,0.006
reservoir,2022-06-06|ASML,2,0.004
reservoir,2022-06-06|INTC,2,0.004
reservoir,2022-06-06|META,3,0.006
reservoir,2022-06-06|MSFT,1,0.002
reservoir,2022-06-06|NVDA,2,0.004
reservoir,2022-06-06|ORCL,2,0.004
reservoir,2022-06-07|AAPL,4,0.008
reservoir,2022-06-07|AMD,0,0.0
reservoir,2022-06-07|ASML,3,0.006
reservoir,2022-06-07|INTC,4,0.008
reservoir,2022-06-07|META,1,0.002
reservoir,2022-06-07|MSFT,1,0.002
reservoir,2022-06-07|NVDA,2,0.004
reservoir,2022-06-07|ORCL,3,0.006
reservoir,2022-06-08|AAPL,2,0.004
reservoir,2022-06-08|AMD,5,0.01
reservoir,2022-06-08|ASML,4,0.008
reservoir,2022-06-08|INTC,3,0.006
reservoir,2022-06-08|META,6,0.012
reservoir,2022-06-08|MSFT,5,0.01
reservoir,2022-06-08|NVDA,5,0.01
reservoir,2022-06-08|ORCL,5,0.01
reservoir,2022-06-09|AAPL,1,0.002
reservoir,2022-06-09|AMD,0,0.0
reservoir,2022-06-09|ASML,1,0.002
reservoir,2022-06-09|INTC,0,0.0
reservoir,2022-06-09|META,1,0.002
reservoir,2022-06-09|MSFT,5,0.01
reservoir,2022-06-09|NVDA,5,0.01
reservoir,2022-06-09|ORCL,5,0.01
reservoir,2022-06-10|AAPL,3,0.006
reservoir,2022-06-10|AMD,1,0.002
reservoir,2022-06-10|ASML,4,0.008
reservoir,2022-06-10|INTC,2,0.004
reservoir,2022-06-10|META,1,0.002
reservoir,2022-06-10|MSFT,1,0.002
reservoir,2022-06-10|NVDA,5,0.01
reservoir,2022-06-10|ORCL,3,0.006
reservoir,2022-06-13|AAPL,5,0.01
reservoir,2022-06-13|AMD,3,0.006
reservoir,2022-06-13|ASML,3,0.006
reservoir,2022-06-13|INTC,0,0.0
reservoir,2022-06-13|META,4,0.008
reservoir,2022-06-13|MSFT,3,0.006
reservoir,2022-06-13|NVDA,6,0.012
reservoir,2022-06-13|ORCL,3,0.006
reservoir,2022-06-14|AAPL,1,0.002
reservoir,2022-06-14|AMD,6,0.012
reservoir,2022-06-14|ASML,2,0.004
reservoir,2022-06-14|INTC,3,0.006
reservoir,2022-06-14|META,2,0.004
reservoir,2022-06-14|MSFT,3,0.006
reservoir,2022-06-14|NVDA,2,0.004
reservoir,2022-06-14|ORCL,3,0.006
reservoir,2022-06-15|AAPL,5,0.01
reservoir,2022-06-15|AMD,7,0.014
reservoir,2022-06-15|ASML,0,0.0
reservoir,2022-06-15|INTC,6,0.012
reservoir,2022-06-15|META,3,0.006
reservoir,2022-06-15|MSFT,4,0.008
reservoir,2022-06-15|NVDA,4,0.008
reservoir,2022-06-15|ORCL,1,0.002
reservoir,2022-06-16|AAPL,4,0.008
reservoir,2022-06-16|AMD,4,0.008
reservoir,2022-06-16|ASML,4,0.008
reservoir,2022-06-16|INTC,4,0.008
reservoir,2022-06-16|META,2,0.004
reservoir,2022-06-16|MSFT,5,0.01
reservoir,2022-06-16|NVDA,0,0.0
reservoir,2022-06-16|ORCL,2,0.004
reservoir,2022-06-17|AAPL,4,0.008
reservoir,2022-06-17|AMD,4,0.008
reservoir,2022-06-17|ASML,1,0.002
reservoir,2022-06-17|INTC,4,0.008
reservoir,2022-06-17|META,2,0.004
reservoir,2022-06-17|MSFT,2,0.004
reservoir,2022-06-17|NVDA,3,0.006
reservoir,2022-06-17|ORCL,6,0.012
reservoir,2022-06-21|AAPL,2,0.004
reservoir,2022-06-21|AMD,2,0.004
reservoir,2022-06-21|ASML,1,0.002
reservoir,2022-06-21|INTC,3,0.006
reservoir,2022-06-21|META,5,0.01
reservoir,2022-06-21|MSFT,2,0.004
reservoir,2022-06-21|NVDA,1,0.002
reservoir,2022-06-21|ORCL,3,0.006
reservoir,2022-06-22|AAPL,2,0.004
